timestamp,date,open,high,low,close,volume
1743353100000,2025-03-30T16:45:00.000Z,82509.43,82534.79,82173.91,82284.01,222.48832
1743354000000,2025-03-30T17:00:00.000Z,82284.01,82400,82050.4,82376.9,189.64469
1743354900000,2025-03-30T17:15:00.000Z,82376.91,82551,82325.8,82430.68,84.03594
1743355800000,2025-03-30T17:30:00.000Z,82430.68,82577.99,82375.4,82380.29,75.74056
1743356700000,2025-03-30T17:45:00.000Z,82380.29,82423.4,82287.32,82415.53,48.68956
1743357600000,2025-03-30T18:00:00.000Z,82415.54,82727.27,82415.53,82617.67,116.78842
1743358500000,2025-03-30T18:15:00.000Z,82617.66,82799.99,82561.23,82776.83,76.86478
1743359400000,2025-03-30T18:30:00.000Z,82776.84,82778.78,82572,82629.45,60.02613
1743360300000,2025-03-30T18:45:00.000Z,82629.46,82752.18,82629.45,82729.65,68.2666
1743361200000,2025-03-30T19:00:00.000Z,82729.65,82908.11,82681.88,82705.3,100.38519
1743362100000,2025-03-30T19:15:00.000Z,82705.3,82729.49,82584.38,82588.43,64.4063
1743363000000,2025-03-30T19:30:00.000Z,82588.42,82659.79,82588.42,82622.01,47.54647
1743363900000,2025-03-30T19:45:00.000Z,82622.01,82622.01,82547.69,82548.81,45.9938
1743364800000,2025-03-30T20:00:00.000Z,82548.8,82575.16,82393.74,82575.16,73.97594
1743365700000,2025-03-30T20:15:00.000Z,82575.16,82635.19,82503.54,82524.76,43.41192
1743366600000,2025-03-30T20:30:00.000Z,82524.76,82650.95,82524.75,82590.07,48.44715
1743367500000,2025-03-30T20:45:00.000Z,82590.07,82590.07,82510.75,82554.73,35.19504
1743368400000,2025-03-30T21:00:00.000Z,82554.73,82703.94,82554.73,82646.88,48.3587
1743369300000,2025-03-30T21:15:00.000Z,82646.88,82646.89,82584,82584.08,24.02306
1743370200000,2025-03-30T21:30:00.000Z,82584.08,82584.09,82239.99,82273.46,67.53783
1743371100000,2025-03-30T21:45:00.000Z,82273.47,82364.14,82069.4,82237.68,118.90207
1743372000000,2025-03-30T22:00:00.000Z,82237.67,82243.52,81565,81906.88,440.06636
1743372900000,2025-03-30T22:15:00.000Z,81906.89,82247.05,81812.23,82226.6,196.57764
1743373800000,2025-03-30T22:30:00.000Z,82226.6,82757.7,82160,82528.01,247.93048
1743374700000,2025-03-30T22:45:00.000Z,82528,82626.01,82368.55,82438,112.81551
1743375600000,2025-03-30T23:00:00.000Z,82437.99,82442.94,82128.16,82230.47,142.87997
1743376500000,2025-03-30T23:15:00.000Z,82230.47,82252.72,81902.2,81964.94,176.23269
1743377400000,2025-03-30T23:30:00.000Z,81964.95,82355.09,81928.68,82320.76,180.103
1743378300000,2025-03-30T23:45:00.000Z,82320.75,82399.6,82210.35,82389.99,121.86632
1743379200000,2025-03-31T00:00:00.000Z,82390,82444.89,82176,82280.55,214.3517
1743380100000,2025-03-31T00:15:00.000Z,82280.55,82309.33,81962.8,81989.68,179.73686
1743381000000,2025-03-31T00:30:00.000Z,81989.68,81992.78,81329.99,81361.51,471.41848
1743381900000,2025-03-31T00:45:00.000Z,81361.5,81708.7,81278.52,81646.89,291.39766
1743382800000,2025-03-31T01:00:00.000Z,81646.9,82060.63,81534.78,81910,216.10759
1743383700000,2025-03-31T01:15:00.000Z,81908.57,82272.72,81756.01,82172.36,215.29598
1743384600000,2025-03-31T01:30:00.000Z,82172.36,82186.96,81818.18,81974.01,183.41904
1743385500000,2025-03-31T01:45:00.000Z,81974.01,82016,81742.01,81953.03,163.78622
1743386400000,2025-03-31T02:00:00.000Z,81954.79,81974.77,81630.01,81752.18,164.85069
1743387300000,2025-03-31T02:15:00.000Z,81752.18,81943.4,81642,81714.67,104.56207
1743388200000,2025-03-31T02:30:00.000Z,81714.66,82002.72,81635.66,81940.01,178.62097
1743389100000,2025-03-31T02:45:00.000Z,81940.01,82179.25,81888,81922.3,204.52464
1743390000000,2025-03-31T03:00:00.000Z,81922.3,82030,81668,81693.39,136.15948
1743390900000,2025-03-31T03:15:00.000Z,81693.64,81848,81546.71,81812.5,197.23726
1743391800000,2025-03-31T03:30:00.000Z,81812.49,81927.92,81680,81696.01,100.32415
1743392700000,2025-03-31T03:45:00.000Z,81696,81712.06,81468,81530,115.66622
1743393600000,2025-03-31T04:00:00.000Z,81530,81753.42,81529.09,81695.99,132.51134
1743394500000,2025-03-31T04:15:00.000Z,81696.06,81700,81400,81512.01,139.92312
1743395400000,2025-03-31T04:30:00.000Z,81512,81722.15,81476,81679.14,104.09628
1743396300000,2025-03-31T04:45:00.000Z,81679.14,81879.16,81665.21,81846.01,112.51706
1743397200000,2025-03-31T05:00:00.000Z,81846,82212,81830,82184.71,186.71407
1743398100000,2025-03-31T05:15:00.000Z,82184.7,82305.57,82069.9,82186.95,139.00465
1743399000000,2025-03-31T05:30:00.000Z,82186.96,82196.72,82029.53,82160,122.87157
1743399900000,2025-03-31T05:45:00.000Z,82160,82261.06,82104.17,82166.99,71.97712
1743400800000,2025-03-31T06:00:00.000Z,82166.99,82267.66,82042.43,82086.89,159.36618
1743401700000,2025-03-31T06:15:00.000Z,82086.89,82243.92,81938.55,81973.75,294.18493
